player_api_id,player_name,player_fifa_api_id,birthday,height,weight,season,assist,goals
210400,Abdoulaye Bamba,199313,1990-04-25 00:00:00,182.88,150,,0,0
201915,Abdoulaye Diaby,202330,1991-05-21 00:00:00,172.72,154,,0,0
194479,"Abdoulaye Diallo Sadio,22",204171,1990-12-28 00:00:00,182.88,168,2014.0,1,3
194479,"Abdoulaye Diallo Sadio,22",204171,1990-12-28 00:00:00,182.88,168,2016.0,2,2
189181,Abdoulaye Diallo,197233,1992-03-30 00:00:00,187.96,174,,0,0
352887,Abdoulaye Doucoure,208135,1993-01-01 00:00:00,182.88,165,2014.0,4,6
352887,Abdoulaye Doucoure,208135,1993-01-01 00:00:00,182.88,165,2015.0,5,4
352887,Abdoulaye Doucoure,208135,1993-01-01 00:00:00,182.88,165,2016.0,4,2
40005,Abdoulaye Faye,100329,1978-02-26 00:00:00,187.96,218,,0,0
409003,Abdoulaye Keita,212280,1994-01-05 00:00:00,175.26,165,2015.0,1,0
37280,Abdoulaye Meite,41745,1980-10-06 00:00:00,185.42,181,,0,0
439366,Abdoulaye Toure,210450,1994-03-03 00:00:00,187.96,170,,0,0
148827,Abdoulwahid Sissoko,189568,1990-03-20 00:00:00,182.88,165,,0,0
173011,Abdourahman Dampha,197901,1991-12-27 00:00:00,182.88,168,,0,0
419681,Abdul Aziz Tetteh,190193,1989-02-10 00:00:00,182.88,190,,0,0
196947,Abdul Majeed Waris,198420,1991-09-19 00:00:00,172.72,157,2014.0,2,11
196947,Abdul Majeed Waris,198420,1991-09-19 00:00:00,172.72,157,2016.0,3,11
89405,Abdul Osman,184768,1987-02-27 00:00:00,182.88,154,,0,0
324910,Abdul Rahman Baba,209620,1994-07-02 00:00:00,177.8,154,2015.0,4,0
324910,Abdul Rahman Baba,209620,1994-07-02 00:00:00,177.8,154,2016.0,1,0
67952,Abdul-Yakinu Iddi,180316,1986-05-25 00:00:00,172.72,146,,0,0
31012,Abdulkader Keita,157191,1981-08-06 00:00:00,182.88,172,,0,0
176301,Abdulla Fatadi,210766,1985-11-02 00:00:00,175.26,172,,0,0
307227,Abdullah Al Hafith,207716,1992-12-25 00:00:00,187.96,165,,0,0
176302,Abdullah Omar,192670,1987-01-01 00:00:00,175.26,157,,0,0
525595,Abdullahi Shehu,229026,1993-03-12 00:00:00,180.34,159,,0,0
24385,Abel Aguilar,177974,1985-01-06 00:00:00,185.42,176,2010.0,1,4
24385,Abel Aguilar,177974,1985-01-06 00:00:00,185.42,176,2011.0,1,0
24385,Abel Aguilar,177974,1985-01-06 00:00:00,185.42,176,2015.0,1,0
29904,Abel Gomez,111085,1982-02-20 00:00:00,182.88,165,,0,0
105548,Abel Hernandez,188484,1990-08-08 00:00:00,185.42,161,2011.0,1,3
105548,Abel Hernandez,188484,1990-08-08 00:00:00,185.42,161,2015.0,1,4
172875,Abel Issa Camara,208005,1990-01-06 00:00:00,185.42,179,,0,0
302985,Abel Khaled,207541,1992-11-09 00:00:00,180.34,148,,0,0
240556,Abel Tamata,202153,1990-12-05 00:00:00,182.88,170,,0,0
40938,Abel,17880,1978-12-22 00:00:00,177.8,165,,0,0
37422,Abella Perez Damia,159580,1982-04-15 00:00:00,187.96,174,2014.0,1,0
114503,Abiola Dauda,187175,1988-02-03 00:00:00,180.34,165,,0,0
27277,Abou Diaby,163423,1986-05-11 00:00:00,193.04,168,2009.0,2,3
27277,Abou Diaby,163423,1986-05-11 00:00:00,193.04,168,2010.0,3,7
27277,Abou Diaby,163423,1986-05-11 00:00:00,193.04,168,2011.0,3,2
181344,Aboubacar Tandia,138675,1983-10-05 00:00:00,193.04,185,,0,0
581141,Aboubakar Kamara,225541,1995-03-07 00:00:00,177.8,168,,0,0
80592,Aboubakar Oumarou,218548,1987-04-01 00:00:00,182.88,168,,0,0
165706,Abraham Gonzalez,159566,1985-07-16 00:00:00,177.8,176,2015.0,1,1
165706,Abraham Gonzalez,159566,1985-07-16 00:00:00,177.8,176,2016.0,1,1
210453,Abraham Guie Gneki,199724,1986-07-25 00:00:00,180.34,154,,0,0
208635,Abraham Kudemor,202600,1985-02-25 00:00:00,182.88,179,,0,0
213695,Abraham Minero,198840,1986-02-22 00:00:00,175.26,157,2015.0,2,1
33715,Abraham Paz Cruz,114663,1979-03-14 00:00:00,177.8,165,,0,0
41489,Achille Coser,163901,1982-07-14 00:00:00,185.42,174,,0,0
25571,Achille Emana,112392,1982-06-05 00:00:00,180.34,170,2009.0,1,11
660145,Achille Vaarnold,229149,1996-01-26 00:00:00,175.26,157,,0,0
45960,Achmed Ahahaoui,171405,1983-12-06 00:00:00,177.8,152,,0,0
293235,Achraf Lazaar,206161,1992-09-22 00:00:00,182.88,168,2015.0,3,2
293235,Achraf Lazaar,206161,1992-09-22 00:00:00,182.88,168,2016.0,1,1
34487,Aco Stojkov,140730,1983-04-29 00:00:00,177.8,165,,0,0
26331,Adailton,158505,1983-04-14 00:00:00,190.5,187,,0,0
41749,Adailton,4769,1977-01-24 00:00:00,175.26,161,2010.0,1,11
495841,Adalberto Penaranda,231638,1997-05-31 00:00:00,182.88,172,2016.0,3,5
519835,Adam Armstrong,221841,1997-02-10 00:00:00,172.72,152,2015.0,1,0
68840,Adam Banas,189047,1982-12-25 00:00:00,185.42,174,,0,0
27534,Adam Bodzek,177129,1985-09-07 00:00:00,182.88,174,,0,0
157303,Adam Bogdan,184585,1987-09-27 00:00:00,193.04,198,,0,0
563198,Adam Brown,224355,1995-06-09 00:00:00,177.8,141,,0,0
557396,Adam Buksa,224438,1996-07-12 00:00:00,190.5,172,,0,0
365666,Adam Campbell,206567,1995-01-01 00:00:00,170.18,161,,0,0
180197,Adam Collin,53363,1984-12-09 00:00:00,190.5,172,,0,0
310346,Adam Cummins,200743,1993-03-03 00:00:00,187.96,172,,0,0
68962,Adam Danch,180440,1987-12-15 00:00:00,182.88,179,,0,0
429870,Adam Deja,212988,1993-06-24 00:00:00,185.42,181,,0,0
23133,Adam Drury,101882,1978-08-29 00:00:00,180.34,161,,0,0
420209,Adam Drury,205162,1993-09-09 00:00:00,177.8,152,,0,0
308280,Adam Duda,208345,1991-04-29 00:00:00,187.96,170,,0,0
361712,Adam Dzwigala,211362,1995-09-25 00:00:00,185.42,176,,0,0
38617,Adam Federici,164853,1985-01-31 00:00:00,187.96,198,,0,0
173993,Adam Fraczczak,209453,1987-08-07 00:00:00,182.88,168,,0,0
277313,Adam Gyurcso,209439,1991-03-06 00:00:00,180.34,132,,0,0
40568,Adam Hammill,169568,1988-01-25 00:00:00,177.8,163,2011.0,1,0
40568,Adam Hammill,169568,1988-01-25 00:00:00,177.8,163,2012.0,1,0
281079,Adam Henley,205485,1994-06-14 00:00:00,177.8,170,,0,0
89240,Adam Hlousek,181205,1988-12-20 00:00:00,187.96,168,2014.0,1,3
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2010.0,6,1
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2011.0,3,4
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2012.0,4,6
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2013.0,6,5
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2014.0,5,8
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2015.0,1,4
24159,Adam Johnson,165740,1987-07-14 00:00:00,175.26,139,2016.0,5,2
414208,Adam King,212388,1995-10-11 00:00:00,180.34,165,,0,0
43317,Adam Kokoszka,174665,1986-10-06 00:00:00,187.96,181,,0,0
37234,Adam Lallana,180819,1988-05-10 00:00:00,172.72,161,2013.0,5,4
37234,Adam Lallana,180819,1988-05-10 00:00:00,172.72,161,2014.0,6,10
37234,Adam Lallana,180819,1988-05-10 00:00:00,172.72,161,2015.0,3,5
37234,Adam Lallana,180819,1988-05-10 00:00:00,172.72,161,2016.0,6,4
24952,Adam Le Fondre,163828,1986-12-02 00:00:00,175.26,161,2013.0,1,12
209372,Adam Maher,200223,1993-07-20 00:00:00,175.26,143,2015.0,3,1
209372,Adam Maher,200223,1993-07-20 00:00:00,175.26,143,2016.0,2,3
69518,Adam Marciniak,179055,1988-09-28 00:00:00,182.88,181,,0,0
478447,Adam Marusic,224031,1992-10-17 00:00:00,177.8,179,,0,0
500502,Adam Masina,225410,1994-01-02 00:00:00,187.96,172,2016.0,3,3
170593,Adam Matthews,193768,1992-01-13 00:00:00,177.8,157,,0,0
185336,Adam Matuschyk,192471,1989-02-14 00:00:00,180.34,165,2011.0,1,2
69249,Adam Mojta,179710,1986-06-30 00:00:00,177.8,154,,0,0
407308,Adam Morgan,205864,1994-04-21 00:00:00,177.8,157,,0,0
12245,Adam Nemec,184433,1985-09-02 00:00:00,190.5,198,,0,0
684978,Adam Ounas,231242,1996-11-11 00:00:00,172.72,141,2016.0,2,5
306507,Adam Pazio,211185,1992-09-27 00:00:00,182.88,159,,0,0
73078,Adam Pinter,201176,1988-06-12 00:00:00,190.5,185,,0,0
31916,Adam Rooney,176941,1988-04-21 00:00:00,177.8,172,,0,0
555649,Adam Ryczkowski,224303,1997-04-30 00:00:00,177.8,157,,0,0
158861,Adam Sarota,192323,1988-12-28 00:00:00,182.88,161,,0,0
160447,Adam Smith,190885,1991-04-29 00:00:00,180.34,179,,0,0
36774,Adam Szalai,184789,1987-12-09 00:00:00,193.04,201,2011.0,1,4
36774,Adam Szalai,184789,1987-12-09 00:00:00,193.04,201,2012.0,1,3
36774,Adam Szalai,184789,1987-12-09 00:00:00,193.04,201,2015.0,4,4
36774,Adam Szalai,184789,1987-12-09 00:00:00,193.04,201,2016.0,2,0
243068,Adam Taggart,202676,1993-06-02 00:00:00,182.88,152,,0,0
71359,Adam Vass,170046,1988-09-09 00:00:00,180.34,165,2011.0,1,0
495942,Adam Waszkiewicz,219695,1993-12-06 00:00:00,182.88,174,,0,0
287224,Adama Ba,205947,1993-08-27 00:00:00,177.8,150,,0,0
26136,Adama Coulibaly,5440,1980-09-10 00:00:00,185.42,183,,0,0
164360,Adama Francois,194952,1989-11-30 00:00:00,193.04,176,,0,0
357881,Adama Soumaoro,200353,1992-06-18 00:00:00,187.96,205,,0,0
181211,Adama Traore,193177,1990-02-03 00:00:00,170.18,161,,0,0
533212,Adama Traore,225151,1995-06-28 00:00:00,177.8,159,2016.0,1,0
103866,Adamo Coulibaly,184368,1981-08-14 00:00:00,187.96,172,2015.0,1,5
47394,Adel Taarabt,179605,1989-05-24 00:00:00,180.34,172,2012.0,4,2
47394,Adel Taarabt,179605,1989-05-24 00:00:00,180.34,172,2013.0,4,6
47394,Adel Taarabt,179605,1989-05-24 00:00:00,180.34,172,2014.0,3,4
155738,Adem Ljajic,190544,1991-09-29 00:00:00,182.88,163,2011.0,2,4
155738,Adem Ljajic,190544,1991-09-29 00:00:00,182.88,163,2014.0,2,6
155738,Adem Ljajic,190544,1991-09-29 00:00:00,182.88,163,2015.0,2,10
155738,Adem Ljajic,190544,1991-09-29 00:00:00,182.88,163,2016.0,3,3
361710,Aderlan Santos,213374,1989-04-09 00:00:00,193.04,183,,0,0
568920,Aderlan,223844,1990-08-18 00:00:00,177.8,157,,0,0
45816,Adil Auassar,185171,1986-10-06 00:00:00,187.96,187,2015.0,2,2
45816,Adil Auassar,185171,1986-10-06 00:00:00,187.96,187,2016.0,4,2
37249,Adil Chihi,177615,1988-02-21 00:00:00,182.88,172,2010.0,1,3
37249,Adil Chihi,177615,1988-02-21 00:00:00,182.88,172,2011.0,1,1
40012,Adil Hermach,177713,1986-06-27 00:00:00,182.88,154,,0,0
77741,Adil Rami,183280,1985-12-27 00:00:00,190.5,194,2012.0,1,2
77741,Adil Rami,183280,1985-12-27 00:00:00,190.5,194,2014.0,1,3
77741,Adil Rami,183280,1985-12-27 00:00:00,190.5,194,2015.0,1,1
77741,Adil Rami,183280,1985-12-27 00:00:00,190.5,194,2016.0,1,0
38612,Adil Ramzi,2115,1977-07-14 00:00:00,177.8,163,,0,0
164115,Adilson,200794,1982-01-01 00:00:00,193.04,194,,0,0
276701,Adis Jahovic,212107,1987-03-18 00:00:00,190.5,198,,0,0
131409,Adlene Guedioura,183385,1985-11-12 00:00:00,177.8,179,2011.0,1,1
131409,Adlene Guedioura,183385,1985-11-12 00:00:00,177.8,179,2016.0,2,0
116788,Admir Aganovic,190714,1986-08-25 00:00:00,182.88,176,,0,0
132844,Admir Mehmedi,188770,1991-03-16 00:00:00,182.88,176,2014.0,4,12
132844,Admir Mehmedi,188770,1991-03-16 00:00:00,182.88,176,2015.0,1,5
132844,Admir Mehmedi,188770,1991-03-16 00:00:00,182.88,176,2016.0,6,2
45815,Adnan Alisic,156656,1984-02-10 00:00:00,180.34,157,,0,0
39875,Adnan Custovic,159339,1978-04-16 00:00:00,185.42,183,,0,0
449241,Adnan Januzaj,208330,1995-02-05 00:00:00,182.88,165,2014.0,3,4
449241,Adnan Januzaj,208330,1995-02-05 00:00:00,182.88,165,2016.0,2,1
43049,Adnan Mravac,139305,1982-04-10 00:00:00,193.04,185,,0,0
261599,Adnane Tighadouini,203377,1992-11-30 00:00:00,177.8,159,2015.0,3,9
154950,Adrian Basta,189658,1988-12-01 00:00:00,180.34,172,,0,0
182107,Adrian Blad,194769,1991-04-16 00:00:00,165.1,137,,0,0
121643,Adrian Chomiuk,186629,1988-06-23 00:00:00,182.88,179,,0,0
102572,Adrian Colunga,171732,1984-11-17 00:00:00,172.72,154,2012.0,2,3
43348,Adrian Cristea,152920,1983-11-30 00:00:00,177.8,161,,0,0
113604,Adrian Daniel Calello,206628,1987-05-14 00:00:00,177.8,181,,0,0
482331,Adrian Embarba,219953,1992-05-07 00:00:00,172.72,146,2015.0,3,3
482331,Adrian Embarba,219953,1992-05-07 00:00:00,172.72,146,2016.0,4,2
40501,Adrian Gonzalez,178616,1988-05-25 00:00:00,182.88,168,2010.0,2,1
40501,Adrian Gonzalez,178616,1988-05-25 00:00:00,182.88,168,2011.0,3,1
40501,Adrian Gonzalez,178616,1988-05-25 00:00:00,182.88,168,2012.0,1,4
40501,Adrian Gonzalez,178616,1988-05-25 00:00:00,182.88,168,2015.0,1,0
178574,Adrian Gunino,193600,1989-02-03 00:00:00,167.64,141,2015.0,1,0
78537,Adrian Klepczynski,165003,1981-04-01 00:00:00,187.96,165,,0,0
45744,Adrian Lopez,173818,1988-01-08 00:00:00,182.88,161,2010.0,1,4
45744,Adrian Lopez,173818,1988-01-08 00:00:00,182.88,161,2011.0,1,8
45744,Adrian Lopez,173818,1988-01-08 00:00:00,182.88,161,2012.0,4,8
45744,Adrian Lopez,173818,1988-01-08 00:00:00,182.88,161,2014.0,1,1
45744,Adrian Lopez,173818,1988-01-08 00:00:00,182.88,161,2016.0,4,4
23358,Adrian Mariappa,172953,1986-10-03 00:00:00,177.8,179,2014.0,1,1
571685,Adrian Marin,224921,1997-01-09 00:00:00,180.34,161,,0,0
105526,Adrian Mrowiec,148572,1983-12-01 00:00:00,190.5,185,,0,0
39311,Adrian Mutu,184410,1979-08-01 00:00:00,182.88,168,2009.0,2,13
39311,Adrian Mutu,184410,1979-08-01 00:00:00,182.88,168,2011.0,1,4
112976,Adrian Nikci,187850,1989-11-10 00:00:00,182.88,168,,0,0
116881,Adrian Paluchowski,188910,1987-08-19 00:00:00,180.34,165,,0,0
239253,Adrian Rakowski,201170,1990-10-07 00:00:00,180.34,154,,0,0
50345,Adrian Ramos,176619,1986-01-22 00:00:00,185.42,165,2010.0,2,10
50345,Adrian Ramos,176619,1986-01-22 00:00:00,185.42,165,2014.0,3,17
50345,Adrian Ramos,176619,1986-01-22 00:00:00,185.42,165,2015.0,2,2
50345,Adrian Ramos,176619,1986-01-22 00:00:00,185.42,165,2016.0,4,9
323385,Adrian Ricardo Centurion,211267,1993-01-19 00:00:00,175.26,143,,0,0
42431,Adrian Ricchiuti,169383,1978-06-30 00:00:00,167.64,159,2010.0,1,3
42431,Adrian Ricchiuti,169383,1978-06-30 00:00:00,167.64,159,2011.0,1,1
183482,Adrian Sardinero Corpa,195012,1990-10-13 00:00:00,180.34,172,2011.0,1,1
168047,Adrian Stoian,192072,1991-02-11 00:00:00,177.8,146,,0,0
114790,Adrian Winter,184549,1986-07-08 00:00:00,177.8,165,,0,0
169756,Adrian,194911,1987-01-31 00:00:00,187.96,170,,0,0
167648,Adriano De Pierro,193351,1991-01-11 00:00:00,185.42,170,,0,0
280969,Adriano Facchini,205122,1983-03-12 00:00:00,187.96,172,,0,0
39190,Adriano Ferreira Pinto,163653,1979-12-10 00:00:00,177.8,179,,0,0
172172,Adriano Jose de Lara,193874,1987-12-09 00:00:00,185.42,190,,0,0
39199,Adriano Pereira da Silva,135530,1982-04-03 00:00:00,180.34,165,,0,0
38122,Adriano Russo,137419,1987-06-06 00:00:00,185.42,159,,0,0
121923,Adriano,183243,1982-01-21 00:00:00,175.26,168,,0,0
30690,Adriano,106019,1982-02-17 00:00:00,187.96,194,2009.0,3,3
33992,Adriano,164082,1984-10-26 00:00:00,172.72,161,2009.0,2,3
33992,Adriano,164082,1984-10-26 00:00:00,172.72,161,2010.0,5,0
33992,Adriano,164082,1984-10-26 00:00:00,172.72,161,2011.0,1,0
33992,Adriano,164082,1984-10-26 00:00:00,172.72,161,2012.0,4,1
33992,Adriano,164082,1984-10-26 00:00:00,172.72,161,2015.0,1,0
33992,Adriano,164082,1984-10-26 00:00:00,172.72,161,2016.0,1,0
41109,Adriano,152769,1980-01-29 00:00:00,182.88,176,,0,0
171737,Adrien Goni,191221,1988-08-25 00:00:00,172.72,146,,0,0
447107,Adrien Hunou,215245,1994-01-19 00:00:00,175.26,137,,0,0
352879,Adrien Rabiot,210008,1995-04-03 00:00:00,187.96,157,2015.0,1,4
352879,Adrien Rabiot,210008,1995-04-03 00:00:00,187.96,157,2016.0,1,1
557353,Adrien Rawyler,224823,1993-06-13 00:00:00,177.8,150,,0,0
188413,Adrien Regattin,197081,1991-08-22 00:00:00,167.64,146,2015.0,5,3
188413,Adrien Regattin,197081,1991-08-22 00:00:00,167.64,146,2016.0,4,1
40930,Adrien Silva,184826,1989-03-15 00:00:00,175.26,152,,0,0
317062,Adrien Thomasson,208787,1993-12-10 00:00:00,177.8,159,2015.0,5,2
317062,Adrien Thomasson,208787,1993-12-10 00:00:00,177.8,159,2016.0,4,2
242719,Adrien Trebel,203886,1991-03-03 00:00:00,172.72,159,,0,0
263276,Adryan,205008,1994-08-10 00:00:00,175.26,157,2016.0,2,3
35608,"Afonso Alves,24",53056,1981-01-30 00:00:00,185.42,163,2009.0,3,5
361711,Afonso,223293,1993-01-06 00:00:00,170.18,139,,0,0
213366,Afriyie Acquah,201223,1992-01-05 00:00:00,177.8,154,2014.0,1,1
213366,Afriyie Acquah,201223,1992-01-05 00:00:00,177.8,154,2016.0,3,2
441441,Ager Aketxe,213937,1993-12-30 00:00:00,175.26,152,2015.0,1,1
118883,Agim Ibraimi,206396,1988-08-29 00:00:00,177.8,157,2014.0,1,2
119305,Agon Mehmeti,187338,1989-11-20 00:00:00,182.88,174,,0,0
256728,Agustin Vuletich,219647,1991-11-03 00:00:00,185.42,174,,0,0
45872,Ahmed Ammi,138539,1981-01-19 00:00:00,180.34,165,,0,0
41399,Ahmed Apimah Barusso,177529,1984-12-26 00:00:00,182.88,165,,0,0
513810,Ahmed El Messaoudi,220968,1995-08-03 00:00:00,182.88,172,,0,0
111930,Ahmed El Mohamady,191005,1987-09-09 00:00:00,182.88,172,2011.0,2,0
111930,Ahmed El Mohamady,191005,1987-09-09 00:00:00,182.88,172,2012.0,1,1
111930,Ahmed El Mohamady,191005,1987-09-09 00:00:00,182.88,172,2014.0,2,2
111930,Ahmed El Mohamady,191005,1987-09-09 00:00:00,182.88,172,2015.0,5,3
561140,Ahmed Hamoudi,219913,1990-07-21 00:00:00,172.72,148,,0,0
403003,Ahmed Hassan Koka,210259,1993-03-05 00:00:00,190.5,187,,0,0
297556,Ahmed Hegazy,210648,1991-01-25 00:00:00,195.58,183,,0,0
41182,Ahmed Kantari,172423,1985-06-28 00:00:00,185.42,181,,0,0
120917,Ahmed Kashi,188825,1988-11-18 00:00:00,177.8,168,,0,0
232103,Ahmed Musa,201818,1992-10-14 00:00:00,167.64,152,,0,0
174597,Ahmed Saied Okka,195843,1984-03-13 00:00:00,185.42,174,,0,0
174600,Ahmed Samir Farag,163658,1986-05-20 00:00:00,182.88,190,,0,0
148953,Ahmed Soukouna,188795,1990-01-13 00:00:00,182.88,168,,0,0
441166,Ahmet Ozcan,213932,1995-03-07 00:00:00,182.88,165,,0,0
410141,Aidan Connolly,216204,1995-08-15 00:00:00,165.1,143,,0,0
582500,Aidan Nesbitt,227760,1997-02-05 00:00:00,175.26,143,,0,0
199829,Aiden Chippendale,197939,1992-05-24 00:00:00,172.72,150,,0,0
32448,Aiden McGeady,155885,1986-04-04 00:00:00,177.8,157,2010.0,1,1
32448,Aiden McGeady,155885,1986-04-04 00:00:00,177.8,157,2014.0,1,0
32448,Aiden McGeady,155885,1986-04-04 00:00:00,177.8,157,2015.0,2,1
34319,Aimo Stefano Diana,1323,1978-01-02 00:00:00,175.26,163,,0,0
213737,Airam Cabrera,194076,1987-10-21 00:00:00,180.34,172,,0,0
133535,Airton,187954,1990-02-21 00:00:00,180.34,170,,0,0
128843,Aislan,188132,1988-01-11 00:00:00,193.04,198,,0,0
715642,Aissa Laidouni,233642,1996-12-13 00:00:00,182.88,161,,0,0
210683,Aissa Mandi,201143,1991-10-22 00:00:00,182.88,172,2014.0,2,2
210683,Aissa Mandi,201143,1991-10-22 00:00:00,182.88,172,2015.0,2,6
210683,Aissa Mandi,201143,1991-10-22 00:00:00,182.88,172,2016.0,1,5
185301,Aitor Nunez,193364,1987-10-02 00:00:00,177.8,154,,0,0
33993,Aitor Ocio,9639,1976-11-28 00:00:00,187.96,170,,0,0
24160,Aiyegbeni Yakubu,109693,1982-11-22 00:00:00,182.88,183,2009.0,1,5
24160,Aiyegbeni Yakubu,109693,1982-11-22 00:00:00,182.88,183,2010.0,4,6
24160,Aiyegbeni Yakubu,109693,1982-11-22 00:00:00,182.88,183,2011.0,1,1
24160,Aiyegbeni Yakubu,109693,1982-11-22 00:00:00,182.88,183,2012.0,2,18
243127,Akaki Gogia,202271,1992-01-18 00:00:00,177.8,161,,0,0
20771,Akihiro Ienaga,201971,1986-06-13 00:00:00,172.72,154,,0,0
244128,Akoete Eninful,202373,1992-07-21 00:00:00,182.88,154,,0,0
