home_team_api_id,away_team_api_id,total_goal,home_team_goal,away_team_goal,home_team_name,home_team_short_name,away_team_name,away_team_short_name,winner,winner_team
9993,9998,2,2,0,Beerschot AC,BAC,RAEC Mons,MON,home,Beerschot AC
9994,9986,0,0,0,Sporting Lokeren,LOK,Sporting Charleroi,CHA,draw,draw
7947,9984,1,1,0,FCV Dender EH,DEN,KSV Cercle Brugge,CEB,home,FCV Dender EH
8342,9991,5,1,4,Club Brugge KV,CLB,KAA Gent,GEN,away,KAA Gent
10000,9999,0,0,0,SV Zulte-Waregem,ZUL,KSV Roeselare,ROS,draw,draw
9996,8571,1,1,0,Royal Excel Mouscron,MOU,KV Kortrijk,KOR,home,Royal Excel Mouscron
4049,10001,3,1,2,Tubize,TUB,KVC Westerlo,WES,away,KVC Westerlo
8571,8342,5,2,3,KV Kortrijk,KOR,Club Brugge KV,CLB,away,Club Brugge KV
9986,9985,1,1,0,Sporting Charleroi,CHA,Standard de Liège,STL,home,Sporting Charleroi
9991,10000,1,1,0,KAA Gent,GEN,SV Zulte-Waregem,ZUL,home,KAA Gent
9998,9994,2,0,2,RAEC Mons,MON,Sporting Lokeren,LOK,away,Sporting Lokeren
10001,7947,4,3,1,KVC Westerlo,WES,FCV Dender EH,DEN,home,KVC Westerlo
9999,8203,1,1,0,KSV Roeselare,ROS,KV Mechelen,MEC,home,KSV Roeselare
9984,9996,1,0,1,KSV Cercle Brugge,CEB,Royal Excel Mouscron,MOU,away,Royal Excel Mouscron
9987,4049,3,3,0,KRC Genk,GEN,Tubize,TUB,home,KRC Genk
8635,9993,2,2,0,RSC Anderlecht,AND,Beerschot AC,BAC,home,RSC Anderlecht
9994,8635,0,0,0,Sporting Lokeren,LOK,RSC Anderlecht,AND,draw,draw
9996,9998,5,3,2,Royal Excel Mouscron,MOU,RAEC Mons,MON,home,Royal Excel Mouscron
8342,9986,3,2,1,Club Brugge KV,CLB,Sporting Charleroi,CHA,home,Club Brugge KV
10000,9984,4,3,1,SV Zulte-Waregem,ZUL,KSV Cercle Brugge,CEB,home,SV Zulte-Waregem
7947,9991,2,1,1,FCV Dender EH,DEN,KAA Gent,GEN,draw,draw
4049,9999,1,0,1,Tubize,TUB,KSV Roeselare,ROS,away,KSV Roeselare
8203,8571,2,1,1,KV Mechelen,MEC,KV Kortrijk,KOR,draw,draw
9987,10001,5,1,4,KRC Genk,GEN,KVC Westerlo,WES,away,KVC Westerlo
9985,9993,4,3,1,Standard de Liège,STL,Beerschot AC,BAC,home,Standard de Liège
8635,8342,1,1,0,RSC Anderlecht,AND,Club Brugge KV,CLB,home,RSC Anderlecht
9999,9987,1,1,0,KSV Roeselare,ROS,KRC Genk,GEN,home,KSV Roeselare
9993,10000,3,1,2,Beerschot AC,BAC,SV Zulte-Waregem,ZUL,away,SV Zulte-Waregem
9985,9994,1,1,0,Standard de Liège,STL,Sporting Lokeren,LOK,home,Standard de Liège
8571,7947,3,1,2,KV Kortrijk,KOR,FCV Dender EH,DEN,away,FCV Dender EH
9998,8203,1,0,1,RAEC Mons,MON,KV Mechelen,MEC,away,KV Mechelen
9986,9996,1,1,0,Sporting Charleroi,CHA,Royal Excel Mouscron,MOU,home,Sporting Charleroi
9984,4049,5,4,1,KSV Cercle Brugge,CEB,Tubize,TUB,home,KSV Cercle Brugge
9991,10001,2,2,0,KAA Gent,GEN,KVC Westerlo,WES,home,KAA Gent
8635,8571,4,4,0,RSC Anderlecht,AND,KV Kortrijk,KOR,home,RSC Anderlecht
9987,9994,1,1,0,KRC Genk,GEN,Sporting Lokeren,LOK,home,KRC Genk
9984,9998,3,2,1,KSV Cercle Brugge,CEB,RAEC Mons,MON,home,KSV Cercle Brugge
9991,9986,2,2,0,KAA Gent,GEN,Sporting Charleroi,CHA,home,KAA Gent
7947,9996,3,1,2,FCV Dender EH,DEN,Royal Excel Mouscron,MOU,away,Royal Excel Mouscron
8203,10000,2,0,2,KV Mechelen,MEC,SV Zulte-Waregem,ZUL,away,SV Zulte-Waregem
9999,9985,2,1,1,KSV Roeselare,ROS,Standard de Liège,STL,draw,draw
4049,8342,5,1,4,Tubize,TUB,Club Brugge KV,CLB,away,Club Brugge KV
10001,9993,1,1,0,KVC Westerlo,WES,Beerschot AC,BAC,home,KVC Westerlo
10001,8635,1,0,1,KVC Westerlo,WES,RSC Anderlecht,AND,away,RSC Anderlecht
9996,9985,3,0,3,Royal Excel Mouscron,MOU,Standard de Liège,STL,away,Standard de Liège
8342,9998,5,3,2,Club Brugge KV,CLB,RAEC Mons,MON,home,Club Brugge KV
4049,9986,4,3,1,Tubize,TUB,Sporting Charleroi,CHA,home,Tubize
8203,9984,1,0,1,KV Mechelen,MEC,KSV Cercle Brugge,CEB,away,KSV Cercle Brugge
9987,9991,4,2,2,KRC Genk,GEN,KAA Gent,GEN,draw,draw
7947,9999,4,3,1,FCV Dender EH,DEN,KSV Roeselare,ROS,home,FCV Dender EH
10000,8571,6,5,1,SV Zulte-Waregem,ZUL,KV Kortrijk,KOR,home,SV Zulte-Waregem
9994,9993,1,1,0,Sporting Lokeren,LOK,Beerschot AC,BAC,home,Sporting Lokeren
9993,8342,2,2,0,Beerschot AC,BAC,Club Brugge KV,CLB,home,Beerschot AC
9984,9987,3,1,2,KSV Cercle Brugge,CEB,KRC Genk,GEN,away,KRC Genk
9986,10000,1,1,0,Sporting Charleroi,CHA,SV Zulte-Waregem,ZUL,home,Sporting Charleroi
9999,9991,4,1,3,KSV Roeselare,ROS,KAA Gent,GEN,away,KAA Gent
8635,7947,4,4,0,RSC Anderlecht,AND,FCV Dender EH,DEN,home,RSC Anderlecht
9985,8203,5,4,1,Standard de Liège,STL,KV Mechelen,MEC,home,Standard de Liège
9994,9996,3,3,0,Sporting Lokeren,LOK,Royal Excel Mouscron,MOU,home,Sporting Lokeren
8571,4049,4,2,2,KV Kortrijk,KOR,Tubize,TUB,draw,draw
9998,10001,2,0,2,RAEC Mons,MON,KVC Westerlo,WES,away,KVC Westerlo
4049,8635,2,1,1,Tubize,TUB,RSC Anderlecht,AND,draw,draw
10000,9985,0,0,0,SV Zulte-Waregem,ZUL,Standard de Liège,STL,draw,draw
7947,9998,0,0,0,FCV Dender EH,DEN,RAEC Mons,MON,draw,draw
8203,9986,3,2,1,KV Mechelen,MEC,Sporting Charleroi,CHA,home,KV Mechelen
9991,9984,3,2,1,KAA Gent,GEN,KSV Cercle Brugge,CEB,home,KAA Gent
8342,9994,5,2,3,Club Brugge KV,CLB,Sporting Lokeren,LOK,away,Sporting Lokeren
10001,9999,1,1,0,KVC Westerlo,WES,KSV Roeselare,ROS,home,KVC Westerlo
9987,8571,1,0,1,KRC Genk,GEN,KV Kortrijk,KOR,away,KV Kortrijk
9996,9993,4,3,1,Royal Excel Mouscron,MOU,Beerschot AC,BAC,home,Royal Excel Mouscron
9985,8342,2,2,0,Standard de Liège,STL,Club Brugge KV,CLB,home,Standard de Liège
9986,9987,3,3,0,Sporting Charleroi,CHA,KRC Genk,GEN,home,Sporting Charleroi
9996,10000,2,0,2,Royal Excel Mouscron,MOU,SV Zulte-Waregem,ZUL,away,SV Zulte-Waregem
8571,9991,2,0,2,KV Kortrijk,KOR,KAA Gent,GEN,away,KAA Gent
9994,7947,2,0,2,Sporting Lokeren,LOK,FCV Dender EH,DEN,away,FCV Dender EH
9993,8203,4,3,1,Beerschot AC,BAC,KV Mechelen,MEC,home,Beerschot AC
8635,9999,4,3,1,RSC Anderlecht,AND,KSV Roeselare,ROS,home,RSC Anderlecht
9998,4049,2,1,1,RAEC Mons,MON,Tubize,TUB,draw,draw
9984,10001,3,2,1,KSV Cercle Brugge,CEB,KVC Westerlo,WES,home,KSV Cercle Brugge
9987,8635,2,0,2,KRC Genk,GEN,RSC Anderlecht,AND,away,RSC Anderlecht
9991,9985,1,0,1,KAA Gent,GEN,Standard de Liège,STL,away,Standard de Liège
10000,9998,3,3,0,SV Zulte-Waregem,ZUL,RAEC Mons,MON,home,SV Zulte-Waregem
7947,9986,3,1,2,FCV Dender EH,DEN,Sporting Charleroi,CHA,away,Sporting Charleroi
9999,9984,3,1,2,KSV Roeselare,ROS,KSV Cercle Brugge,CEB,away,KSV Cercle Brugge
8203,9994,3,3,0,KV Mechelen,MEC,Sporting Lokeren,LOK,home,KV Mechelen
8342,9996,5,4,1,Club Brugge KV,CLB,Royal Excel Mouscron,MOU,home,Club Brugge KV
10001,8571,4,1,3,KVC Westerlo,WES,KV Kortrijk,KOR,away,KV Kortrijk
4049,9993,1,1,0,Tubize,TUB,Beerschot AC,BAC,home,Tubize
8342,7947,2,1,1,Club Brugge KV,CLB,FCV Dender EH,DEN,draw,draw
9985,8571,2,2,0,Standard de Liège,STL,KV Kortrijk,KOR,home,Standard de Liège
9998,8635,3,1,2,RAEC Mons,MON,RSC Anderlecht,AND,away,RSC Anderlecht
10000,9987,4,1,3,SV Zulte-Waregem,ZUL,KRC Genk,GEN,away,KRC Genk
9986,9984,5,3,2,Sporting Charleroi,CHA,KSV Cercle Brugge,CEB,home,Sporting Charleroi
9994,10001,2,1,1,Sporting Lokeren,LOK,KVC Westerlo,WES,draw,draw
8203,4049,0,0,0,KV Mechelen,MEC,Tubize,TUB,draw,draw
9996,9991,6,4,2,Royal Excel Mouscron,MOU,KAA Gent,GEN,home,Royal Excel Mouscron
9993,9999,3,3,0,Beerschot AC,BAC,KSV Roeselare,ROS,home,Beerschot AC
8635,9986,2,2,0,RSC Anderlecht,AND,Sporting Charleroi,CHA,home,RSC Anderlecht
9987,8342,1,0,1,KRC Genk,GEN,Club Brugge KV,CLB,away,Club Brugge KV
9984,9993,1,1,0,KSV Cercle Brugge,CEB,Beerschot AC,BAC,home,KSV Cercle Brugge
9991,8203,3,1,2,KAA Gent,GEN,KV Mechelen,MEC,away,KV Mechelen
7947,10000,2,2,0,FCV Dender EH,DEN,SV Zulte-Waregem,ZUL,home,FCV Dender EH
9999,9994,1,0,1,KSV Roeselare,ROS,Sporting Lokeren,LOK,away,Sporting Lokeren
8571,9998,1,1,0,KV Kortrijk,KOR,RAEC Mons,MON,home,KV Kortrijk
4049,9985,1,0,1,Tubize,TUB,Standard de Liège,STL,away,Standard de Liège
10001,9996,0,0,0,KVC Westerlo,WES,Royal Excel Mouscron,MOU,draw,draw
8342,10001,2,2,0,Club Brugge KV,CLB,KVC Westerlo,WES,home,Club Brugge KV
9985,8635,3,2,1,Standard de Liège,STL,RSC Anderlecht,AND,home,Standard de Liège
9998,9999,2,2,0,RAEC Mons,MON,KSV Roeselare,ROS,home,RAEC Mons
10000,4049,1,1,0,SV Zulte-Waregem,ZUL,Tubize,TUB,home,SV Zulte-Waregem
9986,8571,3,1,2,Sporting Charleroi,CHA,KV Kortrijk,KOR,away,KV Kortrijk
9994,9984,2,1,1,Sporting Lokeren,LOK,KSV Cercle Brugge,CEB,draw,draw
8203,7947,5,4,1,KV Mechelen,MEC,FCV Dender EH,DEN,home,KV Mechelen
9996,9987,3,1,2,Royal Excel Mouscron,MOU,KRC Genk,GEN,away,KRC Genk
9993,9991,4,2,2,Beerschot AC,BAC,KAA Gent,GEN,draw,draw
8635,9996,3,2,1,RSC Anderlecht,AND,Royal Excel Mouscron,MOU,home,RSC Anderlecht
9987,8203,3,2,1,KRC Genk,GEN,KV Mechelen,MEC,home,KRC Genk
9998,9986,2,1,1,RAEC Mons,MON,Sporting Charleroi,CHA,draw,draw
9984,9985,5,4,1,KSV Cercle Brugge,CEB,Standard de Liège,STL,home,KSV Cercle Brugge
9991,9994,2,1,1,KAA Gent,GEN,Sporting Lokeren,LOK,draw,draw
9999,8342,1,0,1,KSV Roeselare,ROS,Club Brugge KV,CLB,away,Club Brugge KV
8571,9993,0,0,0,KV Kortrijk,KOR,Beerschot AC,BAC,draw,draw
4049,7947,3,2,1,Tubize,TUB,FCV Dender EH,DEN,home,Tubize
10001,10000,5,3,2,KVC Westerlo,WES,SV Zulte-Waregem,ZUL,home,KVC Westerlo
8342,9984,4,3,1,Club Brugge KV,CLB,KSV Cercle Brugge,CEB,home,Club Brugge KV
9985,9998,3,2,1,Standard de Liège,STL,RAEC Mons,MON,home,Standard de Liège
